Bandit,Reward,Algorithm
3,5.089217496710793,EpsilonGreedy
3,5.327686132267692,EpsilonGreedy
3,3.9308620652738604,EpsilonGreedy
3,5.3535858895693975,EpsilonGreedy
3,4.092126658434109,EpsilonGreedy
3,3.162601776172538,EpsilonGreedy
3,3.4055996478012647,EpsilonGreedy
3,2.519463487434984,EpsilonGreedy
3,3.1118661462663475,EpsilonGreedy
3,3.641983311925571,EpsilonGreedy
3,4.803585019378602,EpsilonGreedy
3,5.720769831165984,EpsilonGreedy
3,2.61781848462296,EpsilonGreedy
3,4.392827468259919,EpsilonGreedy
3,2.9594560608424656,EpsilonGreedy
3,4.474697088463202,EpsilonGreedy
3,3.8689133493122734,EpsilonGreedy
3,2.1690941741524696,EpsilonGreedy
3,4.928296991568485,EpsilonGreedy
3,3.394999287191269,EpsilonGreedy
3,3.4660997616264453,EpsilonGreedy
3,2.9302475887103103,EpsilonGreedy
3,3.3457167233124445,EpsilonGreedy
3,4.4278904406949176,EpsilonGreedy
3,3.8107556590635943,EpsilonGreedy
3,4.328662002282481,EpsilonGreedy
3,4.361921853928844,EpsilonGreedy
3,5.320661655528167,EpsilonGreedy
3,3.6572138491356205,EpsilonGreedy
3,2.523142183154268,EpsilonGreedy
3,5.067222416571983,EpsilonGreedy
1,1.6685118279027453,EpsilonGreedy
3,5.114592444577377,EpsilonGreedy
3,4.383377113182471,EpsilonGreedy
3,3.868862469796655,EpsilonGreedy
3,4.3487758940462955,EpsilonGreedy
3,5.9510125601262995,EpsilonGreedy
3,6.076980529053753,EpsilonGreedy
3,4.069381135132779,EpsilonGreedy
3,4.1601905933170755,EpsilonGreedy
3,5.076240157466385,EpsilonGreedy
3,3.1543389672326527,EpsilonGreedy
3,4.333070372618256,EpsilonGreedy
3,3.9741371520461435,EpsilonGreedy
3,4.313908211457553,EpsilonGreedy
3,3.166631194050594,EpsilonGreedy
3,2.410432506691031,EpsilonGreedy
3,1.9270165640087082,EpsilonGreedy
3,2.882615887010392,EpsilonGreedy
3,3.541324715060667,EpsilonGreedy
3,3.7068084133512382,EpsilonGreedy
3,5.937231162429517,EpsilonGreedy
3,5.105993369907298,EpsilonGreedy
3,3.037908883658373,EpsilonGreedy
3,4.347708452450957,EpsilonGreedy
3,3.592921763649675,EpsilonGreedy
3,3.715636161959905,EpsilonGreedy
3,4.185325649415382,EpsilonGreedy
3,4.6191711169753935,EpsilonGreedy
3,3.6607415161159844,EpsilonGreedy
3,5.0638515327343585,EpsilonGreedy
3,2.858061773857596,EpsilonGreedy
3,4.006339062362269,EpsilonGreedy
3,6.597673726595833,EpsilonGreedy
3,4.223079742625275,EpsilonGreedy
3,5.4332145066061726,EpsilonGreedy
3,4.091520178173208,EpsilonGreedy
3,4.580777095329797,EpsilonGreedy
3,3.9432168056073085,EpsilonGreedy
3,3.8295924188357957,EpsilonGreedy
3,3.2205176032745806,EpsilonGreedy
3,4.4303013589575535,EpsilonGreedy
3,3.148462810814232,EpsilonGreedy
3,4.665585236313429,EpsilonGreedy
3,5.0852870044459095,EpsilonGreedy
3,4.36653140723723,EpsilonGreedy
3,3.713751266444308,EpsilonGreedy
3,4.453965579308696,EpsilonGreedy
3,3.6913269444535874,EpsilonGreedy
3,4.935547125465149,EpsilonGreedy
3,2.1685939157848764,EpsilonGreedy
3,3.664392631881354,EpsilonGreedy
3,2.0091880048760022,EpsilonGreedy
3,2.504939169772795,EpsilonGreedy
3,5.363862229813909,EpsilonGreedy
3,4.895184981971686,EpsilonGreedy
3,3.2805197667152095,EpsilonGreedy
3,2.497496543959103,EpsilonGreedy
3,1.0354711621583488,EpsilonGreedy
3,3.4565044920673653,EpsilonGreedy
3,6.420415012247402,EpsilonGreedy
3,4.434884271463647,EpsilonGreedy
3,3.4404277139505104,EpsilonGreedy
3,4.465080209500306,EpsilonGreedy
3,2.439041647005557,EpsilonGreedy
3,3.7026766373023645,EpsilonGreedy
3,4.099477473015739,EpsilonGreedy
3,3.9138993481789517,EpsilonGreedy
3,4.79080612169008,EpsilonGreedy
3,4.344645226236052,EpsilonGreedy
3,4.668326018107997,EpsilonGreedy
3,3.3116277177692406,EpsilonGreedy
3,4.897815408410548,EpsilonGreedy
3,5.628936947623991,EpsilonGreedy
3,3.0298504803485873,EpsilonGreedy
3,3.11230434428544,EpsilonGreedy
3,5.335784336320232,EpsilonGreedy
3,3.80865601330494,EpsilonGreedy
3,5.403821392066557,EpsilonGreedy
3,3.5574642881078162,EpsilonGreedy
3,5.455045576270711,EpsilonGreedy
3,4.131485816805452,EpsilonGreedy
3,4.258228823322695,EpsilonGreedy
3,5.564718021669904,EpsilonGreedy
3,3.6382295225558288,EpsilonGreedy
3,3.058877904075042,EpsilonGreedy
3,3.5514357919716457,EpsilonGreedy
3,4.452333950643139,EpsilonGreedy
3,2.4342409278194856,EpsilonGreedy
3,4.637470902651121,EpsilonGreedy
3,3.4612286823822567,EpsilonGreedy
3,5.147812660733564,EpsilonGreedy
3,1.6057396950995284,EpsilonGreedy
3,3.213434224895831,EpsilonGreedy
3,2.313531848765898,EpsilonGreedy
3,3.1737705336360476,EpsilonGreedy
3,4.2476659011089435,EpsilonGreedy
3,3.820773374550245,EpsilonGreedy
3,3.746622431051985,EpsilonGreedy
3,3.8408151286199392,EpsilonGreedy
3,4.203388240619944,EpsilonGreedy
3,2.991463958056892,EpsilonGreedy
3,4.706849640899051,EpsilonGreedy
3,4.662665970385484,EpsilonGreedy
3,4.385037937656101,EpsilonGreedy
3,4.556533442751263,EpsilonGreedy
3,4.29641800080866,EpsilonGreedy
3,6.0350733027310675,EpsilonGreedy
3,3.91290582894749,EpsilonGreedy
3,3.6929167816654234,EpsilonGreedy
3,3.2464724196426222,EpsilonGreedy
3,2.967737329422163,EpsilonGreedy
3,2.7555282123989246,EpsilonGreedy
3,3.1112026867690816,EpsilonGreedy
3,3.929319618347929,EpsilonGreedy
3,4.334295128497715,EpsilonGreedy
3,4.051142058552162,EpsilonGreedy
3,3.234464722570287,EpsilonGreedy
3,4.9001845640199635,EpsilonGreedy
3,4.739412672300947,EpsilonGreedy
3,3.840351692577983,EpsilonGreedy
3,3.347083855335288,EpsilonGreedy
3,4.548427920829799,EpsilonGreedy
3,4.187973587486105,EpsilonGreedy
3,2.5518727405849524,EpsilonGreedy
3,3.9320197440155953,EpsilonGreedy
3,4.262035812074381,EpsilonGreedy
3,3.100305213512246,EpsilonGreedy
3,4.189843392837443,EpsilonGreedy
3,2.545177514742211,EpsilonGreedy
3,5.336186100012171,EpsilonGreedy
3,5.2479499850594316,EpsilonGreedy
3,3.747482665697035,EpsilonGreedy
3,4.363454337839073,EpsilonGreedy
3,1.590078034200125,EpsilonGreedy
3,2.843652339734667,EpsilonGreedy
3,3.7062210798478703,EpsilonGreedy
3,2.9278669785731406,EpsilonGreedy
3,4.714396482630659,EpsilonGreedy
3,5.9972965307479935,EpsilonGreedy
3,2.8233852805706983,EpsilonGreedy
3,3.1625365959148075,EpsilonGreedy
3,4.23544836830993,EpsilonGreedy
3,5.611116148499621,EpsilonGreedy
3,2.777625687460097,EpsilonGreedy
3,4.249036122306942,EpsilonGreedy
3,5.8212988508131085,EpsilonGreedy
3,2.3482408518207327,EpsilonGreedy
3,2.718930793154168,EpsilonGreedy
3,3.5763933935391616,EpsilonGreedy
3,3.4794115871445888,EpsilonGreedy
3,4.812601287753645,EpsilonGreedy
3,4.241659719820838,EpsilonGreedy
3,2.225037940357872,EpsilonGreedy
3,4.515410402900811,EpsilonGreedy
3,3.4224611126443496,EpsilonGreedy
3,5.274447216941239,EpsilonGreedy
3,3.37241246356308,EpsilonGreedy
3,3.363384716897764,EpsilonGreedy
3,4.541131610804531,EpsilonGreedy
3,4.762926482336937,EpsilonGreedy
3,4.448099363936204,EpsilonGreedy
3,2.3144026826151918,EpsilonGreedy
3,4.538034439928251,EpsilonGreedy
3,2.965691948325601,EpsilonGreedy
3,4.235276111588264,EpsilonGreedy
3,2.5762655646009396,EpsilonGreedy
3,4.446322147543063,EpsilonGreedy
3,3.1934010956926273,EpsilonGreedy
3,2.7173653497394783,EpsilonGreedy
3,4.7138201364824,EpsilonGreedy
3,4.2416445216767515,EpsilonGreedy
3,3.386023198607103,EpsilonGreedy
3,5.451178849021064,EpsilonGreedy
3,3.5593475784302577,EpsilonGreedy
3,4.032107673970935,EpsilonGreedy
3,4.268913447678601,EpsilonGreedy
3,3.3803340658713865,EpsilonGreedy
3,4.47113629339993,EpsilonGreedy
3,3.4665476528352754,EpsilonGreedy
3,3.588361677783791,EpsilonGreedy
3,5.362642639803341,EpsilonGreedy
3,2.959413947487567,EpsilonGreedy
3,1.5872196690705098,EpsilonGreedy
3,5.610936995011894,EpsilonGreedy
3,6.549327952607003,EpsilonGreedy
3,3.594730734550668,EpsilonGreedy
3,2.0631619593798147,EpsilonGreedy
3,3.6895160238040563,EpsilonGreedy
3,3.713777050159331,EpsilonGreedy
3,3.810076158977743,EpsilonGreedy
3,2.8866119580781517,EpsilonGreedy
3,4.579561142476478,EpsilonGreedy
3,4.5245073752860865,EpsilonGreedy
3,2.5055943801806935,EpsilonGreedy
3,4.6991967316948875,EpsilonGreedy
3,6.052684981945891,EpsilonGreedy
3,4.1719603324370595,EpsilonGreedy
3,3.662674837931494,EpsilonGreedy
3,3.8579967855924786,EpsilonGreedy
3,4.615256766968561,EpsilonGreedy
3,2.269328394492782,EpsilonGreedy
3,4.164390702977302,EpsilonGreedy
3,3.60953605053719,EpsilonGreedy
3,5.847825012956045,EpsilonGreedy
3,3.8258272661950423,EpsilonGreedy
3,5.66788761111952,EpsilonGreedy
3,2.8962593022179925,EpsilonGreedy
3,4.587259166802792,EpsilonGreedy
3,4.319400263791229,EpsilonGreedy
3,3.130952752135218,EpsilonGreedy
3,4.177396114636941,EpsilonGreedy
3,5.212518836831601,EpsilonGreedy
3,3.6762082957133995,EpsilonGreedy
3,2.3080373508302365,EpsilonGreedy
3,3.982437173522554,EpsilonGreedy
3,3.0975769052074873,EpsilonGreedy
3,3.6576590613361177,EpsilonGreedy
3,3.918412230314879,EpsilonGreedy
3,2.294347783984483,EpsilonGreedy
3,2.384341660679322,EpsilonGreedy
3,4.482066835525525,EpsilonGreedy
3,3.4772813038303196,EpsilonGreedy
3,1.435255658179433,EpsilonGreedy
3,4.784844036608135,EpsilonGreedy
3,4.27236975527424,EpsilonGreedy
3,3.286125175963516,EpsilonGreedy
3,2.6831697889417585,EpsilonGreedy
3,4.835807896314337,EpsilonGreedy
3,4.349350622560429,EpsilonGreedy
3,6.382602282684074,EpsilonGreedy
3,4.420188598724938,EpsilonGreedy
3,4.387703141262015,EpsilonGreedy
3,3.833072069891435,EpsilonGreedy
3,4.816775867200791,EpsilonGreedy
3,4.625085201248154,EpsilonGreedy
3,5.251725008565195,EpsilonGreedy
3,3.478677081362715,EpsilonGreedy
3,3.5645925270560377,EpsilonGreedy
3,3.52089682908802,EpsilonGreedy
